icd_code,condition_group
M502,Back and Neck Pain
M5020,Back and Neck Pain
M5021,Back and Neck Pain
M5022,Back and Neck Pain
M5023,Back and Neck Pain
M503,Back and Neck Pain
M5030,Back and Neck Pain
M5031,Back and Neck Pain
M5032,Back and Neck Pain
M5033,Back and Neck Pain
M508,Back and Neck Pain
M5080,Back and Neck Pain
M5081,Back and Neck Pain
M5082,Back and Neck Pain
M5083,Back and Neck Pain
M509,Back and Neck Pain
M5090,Back and Neck Pain
M5091,Back and Neck Pain
M5092,Back and Neck Pain
M5093,Back and Neck Pain
M51,Back and Neck Pain
M510,Back and Neck Pain
M5104,Back and Neck Pain
M5105,Back and Neck Pain
M5106,Back and Neck Pain
M5107,Back and Neck Pain
M511,Back and Neck Pain
M5114,Back and Neck Pain
M5115,Back and Neck Pain
M5116,Back and Neck Pain
M5117,Back and Neck Pain
M512,Back and Neck Pain
M5124,Back and Neck Pain
M5125,Back and Neck Pain
M5126,Back and Neck Pain
M5127,Back and Neck Pain
M513,Back and Neck Pain
M5134,Back and Neck Pain
M5135,Back and Neck Pain
M5136,Back and Neck Pain
M5137,Back and Neck Pain
M514,Back and Neck Pain
M5144,Back and Neck Pain
M5145,Back and Neck Pain
M5146,Back and Neck Pain
M5147,Back and Neck Pain
M518,Back and Neck Pain
M5184,Back and Neck Pain
M5185,Back and Neck Pain
M5186,Back and Neck Pain
M5187,Back and Neck Pain
M519,Back and Neck Pain
M530    ,Back and Neck Pain
M531    ,Back and Neck Pain
M532X7  ,Back and Neck Pain
M532X8  ,Back and Neck Pain
M533    ,Back and Neck Pain
M5382   ,Back and Neck Pain
M539    ,Back and Neck Pain
M54,Back and Neck Pain
M540,Back and Neck Pain
M5400,Back and Neck Pain
M5401,Back and Neck Pain
